379	1	0.969100
862	9	0.010939
208	10	0.606357
132	6	0.511743
450	0	0.931329
88	4	0.234175
961	9	0.816560
300	7	0.800070
900	4	0.284841
507	10	0.174164
206	4	0.224096
566	6	0.798730
739	2	0.991025
199	8	0.809453
549	0	0.556902
771	6	0.664470
93	4	0.056629
15	4	0.779358
737	5	0.333486
613	3	0.736597
279	8	0.305835
653	3	0.887589
128	4	0.046976
813	7	0.590880
244	1	0.087165
113	8	0.603968
910	4	0.763348
151	2	0.719269
730	0	0.593339
811	1	0.948857
11	1	0.742229
506	2	0.467306
343	3	0.877530
605	0	0.667972
563	10	0.016039
786	8	0.578692
451	0	0.245813
108	9	0.096179
614	6	0.656696
499	8	0.700106
543	9	0.755113
556	8	0.168867
582	0	0.445176
256	0	0.974525
311	4	0.972915
268	8	0.116806
220	10	0.836064
546	3	0.592183
531	3	0.568821
661	9	0.127215
565	6	0.631101
15	5	0.335797
571	5	0.693927
901	5	0.600224
303	10	0.833311
296	10	0.971601
583	9	0.590279
0	7	0.334478
775	3	0.914613
450	1	0.309195
212	3	0.958144
342	1	0.886686
497	5	0.493855
497	1	0.590303
217	5	0.726127
659	2	0.989250
768	2	0.680549
425	0	0.821043
625	8	0.987790
195	3	0.214212
918	6	0.259925
69	3	0.287499
581	7	0.227902
579	8	0.700424
715	4	0.849340
316	0	0.131155
580	2	0.754817
785	6	0.900840
654	3	0.232569
889	9	0.098810
997	4	0.489340
616	6	0.425050
621	8	0.937891
505	7	0.981938
356	5	0.877675
628	6	0.010049
802	8	0.078639
867	9	0.873344
498	9	0.428740
590	0	0.838196
502	7	0.158173
268	9	0.042751
164	9	0.319061
638	8	0.326356
878	1	0.118389
369	3	0.618872
70	8	0.922947
390	7	0.738520
961	10	0.887611
681	0	0.407219
158	0	0.628117
340	5	0.095484
349	3	0.438986
580	6	0.554963
140	0	0.334552
237	2	0.597688
927	10	0.746265
38	1	0.066253
719	4	0.983336
889	7	0.767521
772	5	0.316119
777	9	0.908642
968	1	0.099741
776	9	0.961409
373	1	0.159844
388	1	0.419268
217	7	0.830528
863	10	0.956443
555	3	0.589678
493	2	0.895646
561	10	0.389274
980	5	0.916475
367	8	0.216084
926	3	0.254932
537	3	0.657914
592	9	0.140345
879	3	0.605857
180	4	0.552736
510	7	0.490744
400	8	0.775279
110	3	0.386705
328	6	0.288890
841	6	0.308734
90	7	0.858094
544	10	0.831832
287	1	0.740619
674	3	0.170703
825	7	0.677133
378	7	0.387996
500	4	0.739985
945	9	0.223773
169	7	0.632994
359	1	0.623931
819	9	0.704962
427	2	0.924561
773	2	0.106141
851	8	0.002353
366	7	0.493372
172	6	0.218292
277	6	0.601757
923	5	0.329775
406	4	0.109358
529	3	0.337454
490	0	0.583316
973	2	0.742310
694	8	0.267580
659	6	0.567253
663	7	0.409089
854	3	0.679049
215	0	0.588637
251	10	0.551198
881	10	0.928888
526	3	0.974703
452	4	0.456740
297	10	0.896972
22	5	0.000398
773	7	0.881617
947	1	0.286209
633	2	0.076907
390	0	0.922112
822	3	0.761249
918	10	0.426797
478	9	0.645946
377	3	0.700826
457	4	0.603194
41	6	0.105987
696	2	0.880895
790	4	0.486359
981	0	0.465437
14	0	0.120652
677	2	0.723459
236	4	0.579800
648	2	0.809313
841	4	0.606669
863	1	0.293606
476	0	0.385453
712	0	0.618834
990	4	0.410038
574	6	0.345706
592	4	0.253132
208	9	0.058784
146	8	0.740118
471	2	0.391889
299	2	0.776777
63	5	0.515916
671	5	0.189218
764	0	0.810908
93	3	0.152191
966	2	0.666734
440	8	0.808611
795	8	0.464029
258	0	0.462885
196	4	0.625779
978	8	0.467798
715	5	0.383959
270	2	0.498369
103	7	0.468551
438	7	0.714550
537	0	0.142481
483	1	0.178637
777	2	0.125259
874	5	0.106382
201	5	0.323849
848	9	0.891922
151	9	0.605547
203	7	0.151681
14	10	0.182423
754	9	0.015952
400	10	0.185278
685	1	0.668055
24	8	0.606188
577	9	0.093285
840	1	0.790170
174	8	0.668528
827	2	0.048825
870	2	0.148439
456	8	0.468483
894	1	0.751137
304	3	0.618994
86	2	0.250814
35	2	0.777090
609	8	0.557665
804	0	0.895943
352	3	0.148746
304	10	0.159827
551	8	0.681302
584	6	0.172314
186	5	0.666114
838	10	0.443781
599	5	0.977367
401	8	0.417214
345	10	0.585183
559	5	0.307538
147	3	0.367891
577	3	0.969481
665	5	0.426330
707	1	0.461119
208	6	0.505085
955	10	0.741902
645	9	0.340460
357	7	0.126851
812	10	0.202274
960	9	0.744082
364	6	0.569200
642	3	0.366051
703	0	0.723582
86	5	0.645246
72	1	0.037943
691	6	0.115903
447	4	0.683562
949	9	0.497164
86	1	0.424917
20	2	0.018589
38	5	0.580915
49	7	0.264784
157	6	0.442244
801	6	0.125610
465	3	0.454907
304	5	0.111597
234	0	0.640659
761	0	0.940573
199	3	0.717459
656	1	0.429160
21	2	0.585554
194	6	0.828012
357	10	0.411987
635	4	0.844782
632	9	0.765828
11	5	0.312553
77	8	0.244357
496	2	0.980707
9	5	0.557354
806	8	0.434620
519	4	0.908092
834	8	0.096039
71	6	0.115993
601	7	0.940924
897	2	0.651961
304	7	0.826694
556	7	0.960155
121	6	0.559202
624	3	0.089647
179	2	0.972491
580	9	0.989987
326	9	0.869726
528	8	0.162987
80	8	0.123880
614	5	0.509149
594	9	0.311297
372	6	0.639201
181	6	0.075694
21	4	0.920032
707	0	0.493526
874	1	0.215115
392	5	0.620753
958	6	0.991612
9	8	0.655916
104	9	0.028575
152	9	0.079222
719	7	0.381624
582	8	0.844167
437	0	0.738447
47	1	0.948709
371	1	0.444096
219	8	0.525854
10	2	0.316590
36	5	0.087081
379	7	0.819926
820	0	0.000933
936	6	0.910797
55	8	0.531487
488	7	0.928188
648	2	0.809370
374	1	0.294804
800	6	0.695009
431	2	0.427815
780	3	0.711280
870	8	0.403964
757	10	0.108855
852	9	0.380088
470	10	0.936173
837	3	0.498960
509	7	0.743585
800	9	0.018753
368	7	0.914026
752	0	0.872057
151	6	0.803587
793	8	0.950844
160	9	0.839362
615	9	0.214765
815	0	0.898780
698	2	0.175579
651	9	0.430100
526	9	0.844053
517	7	0.874486
973	1	0.693412
421	1	0.219283
204	4	0.530497
843	4	0.047169
541	6	0.118784
124	10	0.322422
700	4	0.462522
83	2	0.991190
835	4	0.139226
579	0	0.986920
266	1	0.928752
262	10	0.366875
381	8	0.759065
836	3	0.434739
256	1	0.056718
300	10	0.283605
465	5	0.173715
871	2	0.874793
955	0	0.526242
987	9	0.266237
750	1	0.503634
845	6	0.436072
833	8	0.826570
614	3	0.678074
852	10	0.866341
772	9	0.619817
238	7	0.952547
776	9	0.484413
555	1	0.802195
135	4	0.591077
476	3	0.207773
228	0	0.586968
186	0	0.739905
707	9	0.862777
987	5	0.733502
618	7	0.619979
125	7	0.111876
499	6	0.111192
559	0	0.101445
573	8	0.804018
588	10	0.287773
1000	2	0.305729
774	6	0.423889
399	1	0.945208
890	6	0.698779
5	7	0.005858
747	5	0.513453
19	9	0.713617
259	8	0.321639
571	9	0.950055
778	8	0.971272
414	0	0.573507
429	7	0.047848
269	1	0.041367
829	5	0.166673
41	6	0.755962
583	8	0.947834
321	4	0.319788
540	8	0.761237
24	2	0.931829
888	8	0.104584
830	0	0.493488
166	5	0.088111
720	7	0.007068
252	8	0.998131
662	8	0.747783
667	5	0.308477
508	5	0.919398
737	0	0.252210
370	0	0.441122
924	4	0.548955
316	0	0.834657
250	2	0.465660
192	10	0.005874
722	9	0.857618
343	4	0.294510
529	1	0.965052
791	2	0.494888
703	0	0.075550
424	10	0.527216
36	0	0.251810
909	4	0.947814
592	5	0.857779
951	8	0.252346
199	5	0.950674
932	0	0.937344
